ASOCCode,ObserverNumber,Year,DeploymentNumber,SubTripNumber,SetNumber,Country,Quota,SetType,VesselSideNumber,VesselClass,VesselLength,VesselHorsepower,Day,Month,HaulDay,HaulMonth,StartTime,Duration,PositionPrecision,StartLatitude,StartLongitude,EndLatitude,EndLongitude,NAFODivision,UnitArea,StatisticalArea,InOut200MileLimit,GearType,CodendMeshSize,MeshSizeMG,MeshSizeFG,RollerBobbbinDiameter,NumberGillnets,AverageGillnetLength,GrateBarSpacing,FootropeLength,NumberWindows,NumberHooks,NumberPots,NumberPotReleasedCrab,GearDamage,AverageTowSpeed,AverageDepth,DataSource,DirectedSpecies,NumberSpecies,RecordType,DetailedCatchSpeciesCompCode,LogbookIDNumber1,LogbookIDNumber2,SpeciesCode,KeptWeight,DiscardWeight,EstimatedWeightReleasedCrab,NumberIndividuals
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,792,,90,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,810,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,813,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,836,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,889,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,892,,10,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,1101,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,4591,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,8020,,1,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,8111,8280,40,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,8112,7640,40,,
79052,974,2023,1,A1,3,3,3,1,134752,7,,,9,1,9,1,840,3,2,5817.03,5953.01,5824.39,5958.05,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,20,2,Y,25039,,8390,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,1,Y,25039,,,,,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,90,,5,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,272,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,316,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,451,,15,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,453,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,709,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,725,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,792,,60,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,810,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,813,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,889,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,892,,5,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,1101,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,2040,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,4591,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,8020,,1,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,8111,6983,35,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,8112,9642,50,,
79052,974,2023,1,A1,4,3,3,1,134752,7,,,9,1,9,1,1445,2.5,2,5817.21,5952.55,5821,5957.99,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,278,3,8111,19,2,Y,25039,,8390,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,1,Y,25039,,,,,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,90,,3,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,272,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,316,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,451,,15,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,474,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,709,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,725,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,792,,60,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,810,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,813,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,889,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,892,,5,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,1101,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,2040,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,4591,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,8020,,1,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,8111,3628,20,,
79052,974,2023,1,A1,5,3,3,1,134752,7,,,9,1,9,1,2045,1.3,2,5820.17,5953.04,5821.75,5955.53,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,274,3,8111,18,2,Y,25039,,8112,8467,45,,
79052,974,2023,1,A1,6,3,3,1,134752,7,,,10,1,10,1,145,2.8,2,5817.58,5953.54,5823.94,5959.04,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,271,3,8111,18,1,Y,25039,,,,,,
79052,974,2023,1,A1,6,3,3,1,134752,7,,,10,1,10,1,145,2.8,2,5817.58,5953.54,5823.94,5959.04,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,271,3,8111,18,2,Y,25039,,90,,10,,
79052,974,2023,1,A1,6,3,3,1,134752,7,,,10,1,10,1,145,2.8,2,5817.58,5953.54,5823.94,5959.04,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,271,3,8111,18,2,Y,25039,,272,,1,,
79052,974,2023,1,A1,6,3,3,1,134752,7,,,10,1,10,1,145,2.8,2,5817.58,5953.54,5823.94,5959.04,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,271,3,8111,18,2,Y,25039,,316,,1,,
79052,974,2023,1,A1,6,3,3,1,134752,7,,,10,1,10,1,145,2.8,2,5817.58,5953.54,5823.94,5959.04,2G,GF,,1,17,45,50,,,,,22,74,0,,,,1,2.6,271,3,8111,18,2,Y,25039,,451,,15,,
